"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significant","direction"
"TRAPPC6B",0.0751878556655268,1.05766729827423,0.209,0.137,1,FALSE,"Not significant"
"DVL3",0.0752094489105571,0.607527894476979,0.335,0.253,1,FALSE,"Not significant"
"PAQR3",0.0752142151247141,-1.07982286601921,0.071,0.126,1,FALSE,"Not significant"
"TTC8",0.0752321530745773,2.27344240722395,0.291,0.214,1,FALSE,"Not significant"
"TKFC",0.0752358659433406,-0.974576767253956,0.066,0.121,1,FALSE,"Not significant"
"CALML3",0.0752358659433406,-0.974576767253956,0.066,0.121,1,FALSE,"Not significant"
"TICAM1",0.0754120519499256,0.969835004617126,0.148,0.088,1,FALSE,"Not significant"
"SNX14",0.0755250924231557,-1.76387295024309,0.495,0.44,1,FALSE,"Not significant"
"MKL2",0.0755343881142012,7.13082591351542,0.769,0.648,1,FALSE,"Not significant"
"FKBP9",0.0755484244278044,-1.13338116693846,0.143,0.22,1,FALSE,"Not significant"
"AL445623.2",0.0755823420018285,-1.09528149027816,0.071,0.126,1,FALSE,"Not significant"
"PHYH",0.0756414272747106,-1.3644388590512,0.099,0.159,1,FALSE,"Not significant"
"OAF",0.0756656460573092,0.655071481074772,0.143,0.082,1,FALSE,"Not significant"
"WDR37",0.0756966822058317,-0.768531716235832,0.467,0.407,1,FALSE,"Not significant"
"RPL39L",0.0757152710804322,-0.677403873712078,0.049,0.099,1,FALSE,"Not significant"
"AF127577.4",0.0758619116796922,2.3040676513865,0.17,0.11,1,FALSE,"Not significant"
"RSF1",0.075867872140459,4.42298914742031,0.681,0.599,1,FALSE,"Not significant"
"MAP7D1",0.0759738266461051,0.821030342623539,0.264,0.187,1,FALSE,"Not significant"
"RSPH9",0.0762958102273004,-1.47101655514741,0.038,0.082,1,FALSE,"Not significant"
"ZBED5-AS1",0.0762958102273004,1.47101655514741,0.082,0.038,1,FALSE,"Not significant"
"ZFPL1",0.0762958102273004,-1.47101655514741,0.038,0.082,1,FALSE,"Not significant"
"FIGNL2",0.0762959175182204,1.90563084233771,0.082,0.038,1,FALSE,"Not significant"
"GSG1L",0.0763341482228274,-0.476208094687408,0.154,0.231,1,FALSE,"Not significant"
"CFAP221",0.0763499928479918,-1.71622636589343,0.038,0.082,1,FALSE,"Not significant"
"PPP2R5D",0.0764852273142411,-0.947804658976788,0.154,0.225,1,FALSE,"Not significant"
"C2CD2",0.07651654206698,3.80095674232954,0.379,0.291,1,FALSE,"Not significant"
"ALG6",0.0765607834783301,-0.530129716299274,0.181,0.258,1,FALSE,"Not significant"
"TLE2",0.0765632338965997,1.064432548788,0.418,0.335,1,FALSE,"Not significant"
"MLLT6",0.0765915811051662,8.51196856512678,0.511,0.429,1,FALSE,"Not significant"
"AC245041.2",0.076635519565732,1.50769036511361,0.231,0.159,1,FALSE,"Not significant"
"POLR2M",0.0767380042658628,1.39019336036708,0.104,0.055,1,FALSE,"Not significant"
"ADORA2A-AS1",0.0767382542694503,-1.73092515189433,0.055,0.104,1,FALSE,"Not significant"
"VDAC3",0.0767496185754777,-0.440954039768175,0.308,0.363,1,FALSE,"Not significant"
"GLIS3",0.0767853654553731,-4.5615291460952,0.451,0.363,1,FALSE,"Not significant"
"CD36",0.0768040914010933,0.579973792808881,0.319,0.231,1,FALSE,"Not significant"
"C12orf40",0.0768904545584843,-1.09503830689763,0.148,0.22,1,FALSE,"Not significant"
"INTS1",0.0769177077868315,-0.660763108012198,0.379,0.286,1,FALSE,"Not significant"
"AC133919.2",0.0769317456943897,1.20005801026851,0.192,0.126,1,FALSE,"Not significant"
"NNAT",0.0769384480288353,3.31959605442132,0.066,0.027,1,FALSE,"Not significant"
"BCAS2",0.0771923639193274,1.41181954021541,0.214,0.148,1,FALSE,"Not significant"
"SFXN4",0.0772026861785372,1.09834936253527,0.264,0.192,1,FALSE,"Not significant"
"SAP18",0.0772413029331855,-0.392344127192073,0.198,0.28,1,FALSE,"Not significant"
"DICER1-AS1",0.0772550825519668,0.961262831409945,0.126,0.071,1,FALSE,"Not significant"
"AL356108.1",0.0772564969239529,-1.21316652435136,0.093,0.154,1,FALSE,"Not significant"
"UCN",0.077258106970363,2.06791674483695,0.049,0.016,1,FALSE,"Not significant"
"EP300-AS1",0.077258106970363,2.06791674483695,0.049,0.016,1,FALSE,"Not significant"
"TMEM37",0.0772582994479411,-2.64516004652831,0.016,0.049,1,FALSE,"Not significant"
"NRSN1",0.0772582994479411,-3.56840186913728,0.016,0.049,1,FALSE,"Not significant"
"PURG",0.0772582994479411,-2.64516004652831,0.016,0.049,1,FALSE,"Not significant"
"SLC6A5",0.0772582994479411,-2.64516004652831,0.016,0.049,1,FALSE,"Not significant"
"SLC25A17",0.0772645681917461,1.6348705838853,0.319,0.236,1,FALSE,"Not significant"
"AC009061.2",0.0773030700975872,-1.85194117715258,0.11,0.17,1,FALSE,"Not significant"
"AC093535.1",0.0774106349976768,0.636514918237264,0.148,0.088,1,FALSE,"Not significant"
"RAB3GAP1",0.077421524908447,5.08764371265513,0.533,0.473,1,FALSE,"Not significant"
"TRNAU1AP",0.0775309009248836,-0.527726224620096,0.379,0.291,1,FALSE,"Not significant"
"FUBP1",0.0775683569464551,2.44675220460961,0.588,0.5,1,FALSE,"Not significant"
"CD151",0.0776215214906083,1.48488680029521,0.302,0.22,1,FALSE,"Not significant"
"MMGT1",0.0776843264831574,-1.27121810078158,0.038,0.082,1,FALSE,"Not significant"
"RRP8",0.0776843264831574,1.27121810078158,0.082,0.038,1,FALSE,"Not significant"
"AP001636.3",0.0776843264831574,-1.27121810078158,0.038,0.082,1,FALSE,"Not significant"
"GSEC",0.0776843264831574,1.27121810078158,0.082,0.038,1,FALSE,"Not significant"
"AL031714.1",0.0776843264831574,1.27121810078158,0.082,0.038,1,FALSE,"Not significant"
"BORCS8-MEF2B",0.0776843264831574,1.27121810078158,0.082,0.038,1,FALSE,"Not significant"
"SMDT1",0.0776843264831574,-1.27121810078158,0.038,0.082,1,FALSE,"Not significant"
"EIF1AX",0.0777973511411463,-1.46212222175342,0.379,0.451,1,FALSE,"Not significant"
"IQCE",0.0778621523603943,0.916980532394141,0.176,0.11,1,FALSE,"Not significant"
"IGF2BP3",0.0778824771166116,-6.26902379902053,0.429,0.489,1,FALSE,"Not significant"
"DTNB",0.0778826981760225,4.65735355234206,0.747,0.764,1,FALSE,"Not significant"
"ATP5IF1",0.0779285673371431,-1.62114675776963,0.154,0.22,1,FALSE,"Not significant"
"CCDC144NL",0.0779485066375504,-1.20444625529024,0.038,0.082,1,FALSE,"Not significant"
"KLHDC9",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"AC005041.1",0.0780605605533604,1.7798607786359,0.049,0.016,1,FALSE,"Not significant"
"AC093495.1",0.0780605605533604,1.7798607786359,0.049,0.016,1,FALSE,"Not significant"
"BYSL",0.0780605605533604,2.45858503250539,0.049,0.016,1,FALSE,"Not significant"
"TDRD6",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"AL354892.1",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"HOXA11-AS",0.0780605605533604,2.45858503250539,0.049,0.016,1,FALSE,"Not significant"
"ITFG2-AS1",0.0780605605533604,1.7798607786359,0.049,0.016,1,FALSE,"Not significant"
"LINC02450",0.0780605605533604,1.7798607786359,0.049,0.016,1,FALSE,"Not significant"
"AL355001.1",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"AL133467.2",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"AC013565.1",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"AL391097.2",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"ZNF71",0.0780605605533604,-1.7798607786359,0.016,0.049,1,FALSE,"Not significant"
"CENPF",0.0786004148580439,1.51198301994006,0.291,0.352,1,FALSE,"Not significant"
"RPRD1A",0.0786843010188863,0.579896754860284,0.495,0.423,1,FALSE,"Not significant"
"PLD1",0.0787221576288875,5.80911726563632,0.379,0.302,1,FALSE,"Not significant"
"AL645608.7",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"LINC01703",0.0788675072010092,1.41956735068614,0.049,0.016,1,FALSE,"Not significant"
"AC231981.1",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"AC007314.1",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"INHBB",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"AL121936.1",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"PAX6",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"MS4A13",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"INTS5",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"AL353148.1",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"TMEM63C",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"GLIS2",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"RBPJL",0.0788675072010092,1.41956735068614,0.049,0.016,1,FALSE,"Not significant"
"AL391097.1",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"AC020911.1",0.0788675072010092,1.41956735068614,0.049,0.016,1,FALSE,"Not significant"
"AC005759.1",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"AC010504.1",0.0788675072010092,1.41956735068614,0.049,0.016,1,FALSE,"Not significant"
"AC093227.1",0.0788675072010092,1.41956735068614,0.049,0.016,1,FALSE,"Not significant"
"UBASH3A",0.0788675072010092,-1.41956735068614,0.016,0.049,1,FALSE,"Not significant"
"NFYA",0.0789170590730041,-6.87806439151912,0.286,0.203,1,FALSE,"Not significant"
"DIRC3-AS1",0.0790911613076327,-1.03923233377901,0.038,0.082,1,FALSE,"Not significant"
"AC008771.1",0.0790911613076327,-1.03923233377901,0.038,0.082,1,FALSE,"Not significant"
"SEC14L2",0.0790911613076327,1.03923233377901,0.082,0.038,1,FALSE,"Not significant"
"SAV1",0.0791090281163808,-0.416658895250515,0.121,0.187,1,FALSE,"Not significant"
"LHFPL2",0.0791095294566268,26.3213152821108,0.582,0.5,1,FALSE,"Not significant"
"GKAP1",0.0791427606676889,-0.490703168916726,0.214,0.286,1,FALSE,"Not significant"
"KMT5A",0.0792002707017136,1.30343147776004,0.236,0.165,1,FALSE,"Not significant"
"SPI1",0.0792183418951255,-1.89334681646339,0.027,0.066,1,FALSE,"Not significant"
"CELA2B",0.0792187610476104,2.33305013901441,0.066,0.027,1,FALSE,"Not significant"
"CXCL14",0.0792189007651159,-11.1762519161798,0.027,0.066,1,FALSE,"Not significant"
"GLS",0.0793264009956613,7.21222431089967,0.593,0.495,1,FALSE,"Not significant"
"ZNF367",0.0794546379126733,-7.44402613373919,0.137,0.203,1,FALSE,"Not significant"
"PRPF31",0.0794594407766466,0.981436122849652,0.242,0.17,1,FALSE,"Not significant"
"LGR4",0.0794693453817508,-5.50263909803838,0.522,0.396,1,FALSE,"Not significant"
"AC124854.1",0.0794730050006384,-0.325689630713996,0.066,0.121,1,FALSE,"Not significant"
"TTLL9",0.0795223053446989,-0.453785881877927,0.071,0.126,1,FALSE,"Not significant"
"PIWIL2",0.0796067631998757,-0.383764715105535,0.071,0.126,1,FALSE,"Not significant"
"RALBP1",0.0797080459454465,7.05406860508907,0.538,0.467,1,FALSE,"Not significant"
"ADAMTS4",0.0797259457630884,-1.25326166874782,0.016,0.049,1,FALSE,"Not significant"
"AC011450.1",0.0797259457630884,1.25326166874782,0.049,0.016,1,FALSE,"Not significant"
"TMEM65",0.0797521855398156,1.51928189612445,0.264,0.346,1,FALSE,"Not significant"
"WRAP53",0.0797806293357893,0.845763601522238,0.038,0.082,1,FALSE,"Not significant"
"YIPF6",0.0798642183431625,1.78061764185664,0.313,0.236,1,FALSE,"Not significant"
"STAT5B",0.0800139308946043,3.75329636341263,0.505,0.429,1,FALSE,"Not significant"
"CABLES2",0.0801897370872889,1.46034666876366,0.132,0.077,1,FALSE,"Not significant"
"PEBP4",0.0802104231620489,0.58291413040747,0.214,0.297,1,FALSE,"Not significant"
"NCL",0.0802238782905002,-1.10068610994479,0.418,0.5,1,FALSE,"Not significant"
"ENHO",0.0802730530421773,-1.64392995641626,0.016,0.049,1,FALSE,"Not significant"
"TRMT12",0.0802809565420861,-1.07545128876192,0.055,0.104,1,FALSE,"Not significant"
"TTI1",0.0803574344832809,0.991789416137075,0.335,0.253,1,FALSE,"Not significant"
"CHIT1",0.0803759694789702,-1.69063413754085,0.027,0.066,1,FALSE,"Not significant"
"AL359551.1",0.0803759694789702,-1.69063413754085,0.027,0.066,1,FALSE,"Not significant"
"NPRL2",0.0803759694789702,1.69063413754085,0.066,0.027,1,FALSE,"Not significant"
"MAGEA4-AS1",0.0803759694789702,-1.69063413754085,0.027,0.066,1,FALSE,"Not significant"
"ADGRG3",0.0803759694789702,1.69063413754085,0.066,0.027,1,FALSE,"Not significant"
"AC104041.1",0.0803987912858405,14.4267470310805,0.802,0.621,1,FALSE,"Not significant"
"LINC00636",0.0805515997230469,0.965205702546768,0.049,0.016,1,FALSE,"Not significant"
"MTFR2",0.0805515997230469,-0.965205702546768,0.016,0.049,1,FALSE,"Not significant"
"C11orf95",0.0805515997230469,-0.965205702546768,0.016,0.049,1,FALSE,"Not significant"
"CRKL",0.0805602214058881,0.749949645803467,0.242,0.17,1,FALSE,"Not significant"
"AL031280.1",0.0805796262581237,11.1957504014791,0.148,0.093,1,FALSE,"Not significant"
"ODR4",0.0806103530981511,3.34169639843623,0.418,0.335,1,FALSE,"Not significant"
"CAMLG",0.0806420144206208,-0.898485388361939,0.159,0.231,1,FALSE,"Not significant"
"CLEC2D",0.0806670608367344,0.925896628254705,0.302,0.225,1,FALSE,"Not significant"
"CDT1",0.0806900593952043,-1.47555759360973,0.077,0.132,1,FALSE,"Not significant"
"HSPA9",0.0806947373730469,3.09866835227927,0.549,0.451,1,FALSE,"Not significant"
"GOLGA1",0.0807347105892631,1.05857312555026,0.258,0.187,1,FALSE,"Not significant"
"LRP2",0.080736879207762,-0.656624304064165,0.066,0.121,1,FALSE,"Not significant"
"AC239800.3",0.0808025262697174,0.829183480857501,0.082,0.038,1,FALSE,"Not significant"
"IL31RA",0.0808025262697174,-0.538290248619475,0.038,0.082,1,FALSE,"Not significant"
"ANKRD34C-AS1",0.0808025262697174,-0.829183480857501,0.038,0.082,1,FALSE,"Not significant"
"NFYC",0.0808265047442648,5.73270066634381,0.473,0.505,1,FALSE,"Not significant"
"ERCC6L2",0.0808274562458273,0.861783392958877,0.467,0.368,1,FALSE,"Not significant"
"P3H2-AS1",0.080831325929489,1.45726078938743,0.016,0.049,1,FALSE,"Not significant"
"COL6A3",0.0810239767354737,-2.74704787567546,0.132,0.198,1,FALSE,"Not significant"
"CATSPERE",0.0810245587213103,0.537686553692653,0.247,0.341,1,FALSE,"Not significant"
"NBN",0.0812029771715768,3.53852729913092,0.33,0.253,1,FALSE,"Not significant"
"ARMC12",0.0813818536148513,-0.604912274597014,0.016,0.049,1,FALSE,"Not significant"
"SLITRK4",0.0813818536148513,0.604912274597014,0.049,0.016,1,FALSE,"Not significant"
"AL591926.2",0.0813818536148513,-0.604912274597014,0.016,0.049,1,FALSE,"Not significant"
"ASAH2",0.0813818536148513,-0.604912274597014,0.016,0.049,1,FALSE,"Not significant"
"AL583836.1",0.0813818536148513,0.604912274597014,0.049,0.016,1,FALSE,"Not significant"
"PLCB2",0.0813818536148513,-0.604912274597014,0.016,0.049,1,FALSE,"Not significant"
"AC005162.3",0.0814103752445656,-0.975781693526012,0.016,0.049,1,FALSE,"Not significant"
"C2",0.0814249335362816,0.674430482710905,0.154,0.093,1,FALSE,"Not significant"
"PRPS2",0.0814970268898313,0.304080723094949,0.22,0.148,1,FALSE,"Not significant"
"ZNF274",0.0814989864252081,0.679628709356816,0.291,0.22,1,FALSE,"Not significant"
"TAF1B",0.0815135175845902,1.17998392566088,0.516,0.434,1,FALSE,"Not significant"
"PSRC1",0.0815449990732374,-1.45470802170765,0.027,0.066,1,FALSE,"Not significant"
"FAM214B",0.0815449990732374,2.02316502155855,0.066,0.027,1,FALSE,"Not significant"
"CR769775.2",0.0815449990732374,1.45470802170765,0.066,0.027,1,FALSE,"Not significant"
"ETFBKMT",0.0815449990732374,5.46048377079833,0.066,0.027,1,FALSE,"Not significant"
"LINC02463",0.0815449990732374,1.45470802170765,0.066,0.027,1,FALSE,"Not significant"
"SLC7A9",0.0815449990732374,2.02316502155854,0.066,0.027,1,FALSE,"Not significant"
"EXT2",0.0816782524895233,1.3349957413457,0.357,0.286,1,FALSE,"Not significant"
"GATAD1",0.0817070228609069,0.290793466736576,0.154,0.093,1,FALSE,"Not significant"
"UIMC1",0.0817737323527346,0.576967498161717,0.467,0.412,1,FALSE,"Not significant"
"SRSF8",0.0817969996039729,-1.32999556605012,0.082,0.137,1,FALSE,"Not significant"
"CCNT2-AS1",0.0818184787640699,-0.456212987904467,0.165,0.242,1,FALSE,"Not significant"
"CHEK2",0.0818946083114612,0.838063072178117,0.297,0.214,1,FALSE,"Not significant"
"GEMIN5",0.0819565717326985,0.770253838462734,0.231,0.159,1,FALSE,"Not significant"
"ENAM",0.0820094220533808,-0.911543332346566,0.055,0.104,1,FALSE,"Not significant"
"ZNF439",0.0822221681552284,-3.41654642909894,0.242,0.176,1,FALSE,"Not significant"
"CEACAM6",0.0822576264156695,0.59719771385494,0.082,0.038,1,FALSE,"Not significant"
"ALCAM",0.0823316591323661,57.5153737497153,0.615,0.637,1,FALSE,"Not significant"
"MUM1",0.0824880014970855,0.620462055994512,0.429,0.357,1,FALSE,"Not significant"
"CRIM1",0.0824921064718976,18.302277699292,0.648,0.555,1,FALSE,"Not significant"
"AC010230.1",0.082533410860204,-0.69109478168568,0.038,0.082,1,FALSE,"Not significant"
"AL354994.1",0.0826087795801132,-5.91447351285625,0.214,0.258,1,FALSE,"Not significant"
"ADRA1B",0.0827254855591633,-1.17251058711483,0.027,0.066,1,FALSE,"Not significant"
"VSTM4",0.0827254855591633,-1.17251058711483,0.027,0.066,1,FALSE,"Not significant"
"SGMS1-AS1",0.0827254855591633,-1.17251058711483,0.027,0.066,1,FALSE,"Not significant"
"AC012560.1",0.0827254855591633,-1.17251058711483,0.027,0.066,1,FALSE,"Not significant"
"NOC4L",0.0827254855591633,1.17251058711483,0.066,0.027,1,FALSE,"Not significant"
"SMIM2-AS1",0.0827254855591633,-1.17251058711483,0.027,0.066,1,FALSE,"Not significant"
"KPNA2",0.0828474963519712,1.51030773337339,0.154,0.225,1,FALSE,"Not significant"
"TAOK2",0.0828831020318436,0.547993092670519,0.225,0.154,1,FALSE,"Not significant"
"ABHD18",0.0829191296039021,1.29253538096465,0.511,0.429,1,FALSE,"Not significant"
"GRAMD1C",0.0829380520252406,-0.418716394450279,0.324,0.236,1,FALSE,"Not significant"
"ZSCAN9",0.0829688081648118,1.86729141347298,0.132,0.077,1,FALSE,"Not significant"
"AL359881.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL139424.3",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL512408.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AL034380.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"BX293535.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"TEKT2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL603839.2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"TTC39A-AS1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"C8A",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL161740.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL359504.2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC01555",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"GNAT2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"FLG2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL358472.4",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"FCRL3",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL626787.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AL590723.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"LINC01740",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC011700.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC096642.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC01655",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"SNAP47-AS1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"IBA57-DT",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"MT1HL1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC01139",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC092801.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"OR14A16",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"OR2L2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL672291.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC01866",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC01126",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC01888",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"GKN1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC019069.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC012511.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"RGPD4-AS1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC010974.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC01817",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"ERMN",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AC078883.3",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AC016751.2",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AC079354.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AC021016.3",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"PRKAG3",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"TM4SF20",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"CHRNG",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"SPP2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"GBX2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC091493.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"ZBTB47",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"PROK2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC02004",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"PAQR9",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"P2RY13",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AC069224.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC02023",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"CCDC39-AS1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC069213.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC02513",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"CSN1S1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AMTN",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC021180.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC096759.2",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"IBSP",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"ADH1A",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AP001961.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC098487.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"ADAD1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"LINC00613",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"UCP1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"NPY5R",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"LINC02500",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC093909.4",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC010491.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC091435.2",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"GZMK",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AC010280.2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"TIFAB",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"PROB1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AC244517.9",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"SCGB3A2",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"FAM71B",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC106801.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC016573.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC139491.4",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AC008393.1",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AL021807.1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"HIST1H1B",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"AL662844.4",0.0829782367551715,2.62172263895535,0.016,0,1,FALSE,"Not significant"
"AL354719.2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"RIPPLY2",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
"ROS1",0.0829782367551715,-2.62172263895535,0,0.016,1,FALSE,"Not significant"
