"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significant","direction"
"SRCIN1",0.0228356495468622,3.4563210807559,0.275,0.176,1,FALSE,"Not significant"
"WASF3",0.022842986937926,2.44907200363771,0.099,0.181,1,FALSE,"Not significant"
"MAP1LC3A",0.0228563405745281,1.44183151371697,0.082,0.159,1,FALSE,"Not significant"
"HS2ST1",0.0228619753891177,1.89127983982511,0.489,0.385,1,FALSE,"Not significant"
"ABCA12",0.022866362092957,3.11111297581874,0.192,0.11,1,FALSE,"Not significant"
"C1orf141",0.0228815038909362,-1.2932580509591,0.038,0.099,1,FALSE,"Not significant"
"GRIN3A",0.0228845541542991,-1.11170077446914,0.049,0.115,1,FALSE,"Not significant"
"MTO1",0.0229411534839506,1.23547155967189,0.22,0.132,1,FALSE,"Not significant"
"TFAP2A-AS1",0.0230273677126267,1.30177220282548,0.137,0.066,1,FALSE,"Not significant"
"ATIC",0.0230376073605407,1.59162136608315,0.258,0.165,1,FALSE,"Not significant"
"FTO",0.0230782210612038,1.01341818635328,0.703,0.599,1,FALSE,"Not significant"
"PCBP4",0.0230906418433956,0.947893390293133,0.181,0.099,1,FALSE,"Not significant"
"AC099329.3",0.0230985306010114,1.0951330835927,0.115,0.049,1,FALSE,"Not significant"
"AC015849.3",0.02310011246794,1.41356141975561,0.165,0.088,1,FALSE,"Not significant"
"TP53",0.0231882229437706,-1.92208731324086,0.247,0.357,1,FALSE,"Not significant"
"MRPL34",0.0231975911751824,-1.12595323118239,0.104,0.187,1,FALSE,"Not significant"
"SCAMP5",0.0232309447017855,-1.21087942690429,0.148,0.236,1,FALSE,"Not significant"
"HIPK1",0.023249306397242,3.98255770328711,0.368,0.258,1,FALSE,"Not significant"
"MNS1",0.0232553775015602,-0.7102772598528,0.11,0.192,1,FALSE,"Not significant"
"IGFBP4",0.023317590432272,-6.97560688588557,0.28,0.368,1,FALSE,"Not significant"
"ANXA13",0.0233306754150705,-0.441270326914305,0.038,0.099,1,FALSE,"Not significant"
"AP5Z1",0.0233567927229644,1.49886823073893,0.22,0.132,1,FALSE,"Not significant"
"AC004158.1",0.0233574671331896,-1.54149418104957,0.121,0.209,1,FALSE,"Not significant"
"EMP3",0.023446114748716,-2.52350747511193,0.055,0.121,1,FALSE,"Not significant"
"NEU3",0.0234472851532085,-1.90479510385693,0.088,0.165,1,FALSE,"Not significant"
"ELAVL1",0.0234671020371237,2.47676828701748,0.489,0.374,1,FALSE,"Not significant"
"AC106798.1",0.0234921410874504,-2.36175478603348,0.5,0.352,1,FALSE,"Not significant"
"DAD1",0.0235143701177297,-1.30819326162491,0.137,0.225,1,FALSE,"Not significant"
"IRS2",0.0235145259037075,10.5035003278115,0.159,0.258,1,FALSE,"Not significant"
"VAV1",0.023556745981064,-0.311745425408932,0.077,0.154,1,FALSE,"Not significant"
"WAPL",0.0235677048023194,1.43080932609574,0.637,0.5,1,FALSE,"Not significant"
"RFX3",0.0235770191089242,8.58075643324282,0.599,0.665,1,FALSE,"Not significant"
"PACS2",0.0236435950601421,1.5499840056971,0.473,0.379,1,FALSE,"Not significant"
"AC007513.1",0.0236585283160105,-0.670642240119395,0.077,0.154,1,FALSE,"Not significant"
"MFSD9",0.0237022406768361,1.66487289061982,0.137,0.066,1,FALSE,"Not significant"
"B3GAT3",0.0237342928479437,-0.826889794991666,0.203,0.308,1,FALSE,"Not significant"
"STMND1",0.0237592747339489,-2.74251987891181,0.055,0.121,1,FALSE,"Not significant"
"ERICH6-AS1",0.0237749284497533,-0.811138368783123,0.049,0.115,1,FALSE,"Not significant"
"EPB41",0.0238138621364422,14.1918748361882,0.797,0.709,1,FALSE,"Not significant"
"DOK6",0.0238890849346907,-1.5986596289342,0.192,0.291,1,FALSE,"Not significant"
"VPS36",0.0239355375641452,-0.406314691850642,0.44,0.319,1,FALSE,"Not significant"
"MTHFD1",0.0239376027350318,0.53735636790698,0.319,0.214,1,FALSE,"Not significant"
"KLHL1",0.0239416180669714,-1.04092855458478,0.093,0.17,1,FALSE,"Not significant"
"CNBD1",0.0239453861248943,-6.13484091223614,0.291,0.407,1,FALSE,"Not significant"
"ZFAND2A",0.0239508048978574,40.3039148613205,0.071,0.022,1,FALSE,"Not significant"
"AC078883.1",0.0239976539306793,0.572311055903673,0.137,0.066,1,FALSE,"Not significant"
"PDGFC",0.0240160635627635,1.69890386311659,0.132,0.225,1,FALSE,"Not significant"
"L3MBTL2",0.0240257191553691,0.83714189830959,0.209,0.121,1,FALSE,"Not significant"
"AL356258.1",0.0240262749294985,-2.39405353662152,0.055,0.121,1,FALSE,"Not significant"
"AC116366.3",0.0240556592531414,-3.82511005130577,0.319,0.434,1,FALSE,"Not significant"
"SKP1",0.0240615545046576,-1.6913033314637,0.28,0.385,1,FALSE,"Not significant"
"C14orf132",0.0240615602683392,-3.09784404694883,0.044,0.104,1,FALSE,"Not significant"
"PHACTR2",0.0240731624076479,-11.5319149526973,0.643,0.56,1,FALSE,"Not significant"
"SF3B6",0.0240896518301986,-1.34208416163038,0.17,0.264,1,FALSE,"Not significant"
"CCDC7",0.0240910367196299,-7.63174851290835,0.456,0.538,1,FALSE,"Not significant"
"ZC2HC1A",0.0241212927385473,2.39971033690201,0.434,0.319,1,FALSE,"Not significant"
"AL157911.1",0.0241271944904961,-2.31899570055099,0.055,0.121,1,FALSE,"Not significant"
"MRFAP1",0.0241399489186178,-2.16149966145898,0.099,0.176,1,FALSE,"Not significant"
"MED1",0.0241453044603215,6.2691197534032,0.401,0.302,1,FALSE,"Not significant"
"CCDC61",0.0241509296873367,0.851223431035026,0.099,0.038,1,FALSE,"Not significant"
"AGPAT4",0.0242120946690458,0.981708401283288,0.176,0.275,1,FALSE,"Not significant"
"RUFY2",0.0242461614810166,0.295951580782438,0.489,0.352,1,FALSE,"Not significant"
"CBX5",0.0242622479759353,-3.29889271705723,0.352,0.44,1,FALSE,"Not significant"
"CRY1",0.024268802885416,-1.42813816528372,0.39,0.275,1,FALSE,"Not significant"
"PARP1",0.0242997087428238,-2.60286723062355,0.231,0.319,1,FALSE,"Not significant"
"LINC00486",0.0243502946754459,-12.913678413784,0.802,0.89,1,FALSE,"Not significant"
"MOK",0.0244378494650594,1.31983963854405,0.253,0.159,1,FALSE,"Not significant"
"UBA3",0.0244493862187379,-1.08165766262309,0.412,0.302,1,FALSE,"Not significant"
"ISPD",0.0244712567709063,3.65123751504309,0.346,0.247,1,FALSE,"Not significant"
"SART3",0.0244721925951938,1.13906441748965,0.313,0.214,1,FALSE,"Not significant"
"CBFA2T2",0.0245025286365594,-5.64510759922121,0.857,0.67,1,FALSE,"Not significant"
"LINC00970",0.0245359888008482,-1.13698321675141,0.104,0.187,1,FALSE,"Not significant"
"VTI1A",0.0245414435076958,0.457140221127849,0.78,0.692,1,FALSE,"Not significant"
"LAMTOR1",0.0246250462677613,-1.24538140485248,0.143,0.231,1,FALSE,"Not significant"
"ZNF594",0.0246378879184749,-0.92484019525088,0.082,0.159,1,FALSE,"Not significant"
"HMBS",0.0246533791349921,-1.84916142556615,0.055,0.121,1,FALSE,"Not significant"
"SYCP2",0.0246614139576174,2.13831490122783,0.28,0.187,1,FALSE,"Not significant"
"FAM186A",0.0246715762939391,-0.468024892152445,0.06,0.132,1,FALSE,"Not significant"
"KNTC1",0.0246752726074545,4.3599067874875,0.489,0.401,1,FALSE,"Not significant"
"GPATCH4",0.0246755017358614,-0.410207217333762,0.099,0.181,1,FALSE,"Not significant"
"MICALL2",0.0246943513520233,1.05294170258117,0.313,0.214,1,FALSE,"Not significant"
"HYLS1",0.0246980418476444,-1.46346886545018,0.071,0.143,1,FALSE,"Not significant"
"C1orf210",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"FAM72C",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"HIST2H4B",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"CRCT1",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"AL355388.2",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"OR6N1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"NHLH1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AL512306.2",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"CYP26B1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"ITPRIPL1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC132807.1",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"LINC02158",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"SUCNR1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC104411.1",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"AC109811.1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC010255.1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC063980.1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC025434.1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"HIST1H3C",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"LINC01312",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"SLC35D3",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC005082.1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC245427.1",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"LINC00996",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"USP27X",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"ZCCHC18",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"SAGE1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"GAS1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"GNG10",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AK1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC068580.4",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"SLC17A6",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"CD44-AS1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"TSGA10IP",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"FXYD6-FXYD2",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"HABP2",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"NANOGNB",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"B4GALNT1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"LINC00943",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"LRCOL1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"NOP9",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"DACT1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"LINC02314",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"HDC",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"LINC02206",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"THAP10",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"AC099518.2",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"CD19",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"FLJ45513",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"AP005059.1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC091588.3",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AC090398.1",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"AL118508.1",0.0247027394290764,3.26174278742854,0.027,0,1,FALSE,"Not significant"
"DIRAS1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"IGLL1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AP000959.1",0.0247027394290764,-3.26174278742854,0,0.027,1,FALSE,"Not significant"
"AL049557.1",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"SNCB",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"LINC01268",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"TRPV5",0.0247049412021298,3.8341229572891,0.027,0,1,FALSE,"Not significant"
"GIMAP4",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"TSPAN7",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"AP000777.3",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"SCGB1D2",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"KRT79",0.0247049412021298,5.94184055885808,0.027,0,1,FALSE,"Not significant"
"TMEM253",0.0247049412021298,3.8341229572891,0.027,0,1,FALSE,"Not significant"
"IGHG2",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"AC090515.4",0.0247049412021298,3.8341229572891,0.027,0,1,FALSE,"Not significant"
"FOXL1",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"ZNF793-AS1",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"AL021937.3",0.0247049412021298,-3.8341229572891,0,0.027,1,FALSE,"Not significant"
"AC098848.1",0.0247060421144919,4.24282789957017,0.027,0,1,FALSE,"Not significant"
"AL160411.1",0.0247060421144919,-4.24282789957017,0,0.027,1,FALSE,"Not significant"
"AC006946.2",0.0247060421144919,-4.24282789957017,0,0.027,1,FALSE,"Not significant"
"AL445470.1",0.024706262299031,-4.98319603994147,0,0.027,1,FALSE,"Not significant"
"PCDHB3",0.024706262299031,-6.04749589113333,0,0.027,1,FALSE,"Not significant"
"CELF2-AS2",0.024706262299031,-7.3215408658365,0,0.027,1,FALSE,"Not significant"
"RPL21",0.0248155684339883,-4.20472488210695,0.264,0.346,1,FALSE,"Not significant"
"BTC",0.0248175824195799,0.252316256861857,0.154,0.077,1,FALSE,"Not significant"
"FOXO3",0.0248225296811457,23.0831155165807,0.753,0.632,1,FALSE,"Not significant"
"ARFRP1",0.0248229131868141,1.04026993276027,0.297,0.192,1,FALSE,"Not significant"
"PDK1",0.0248294023795911,-1.36150355922269,0.308,0.203,1,FALSE,"Not significant"
"C3orf70",0.0248359264206066,1.10750761047231,0.082,0.159,1,FALSE,"Not significant"
"P2RX7",0.0248750681874607,-0.520860914007571,0.066,0.137,1,FALSE,"Not significant"
"ABCC10",0.0249076121551554,1.09100832600588,0.253,0.159,1,FALSE,"Not significant"
"AP006565.1",0.0249496750071916,-0.748681240574947,0.203,0.302,1,FALSE,"Not significant"
"PCMTD1",0.0249664920076762,8.87923792635449,0.698,0.637,1,FALSE,"Not significant"
"LINC02268",0.0249708988634359,2.05336449676303,0.071,0.022,1,FALSE,"Not significant"
"LINC01504",0.0249708988634359,-2.88283833013757,0.022,0.071,1,FALSE,"Not significant"
"AC006449.3",0.0249708988634359,2.05336449676303,0.071,0.022,1,FALSE,"Not significant"
"AC111170.1",0.0249708988634359,2.05336449676303,0.071,0.022,1,FALSE,"Not significant"
"MPP1",0.0249709663478369,-2.52691096823731,0.022,0.071,1,FALSE,"Not significant"
"PCNA",0.0249750723298055,-4.14782182902051,0.22,0.308,1,FALSE,"Not significant"
"LZTS1",0.0249925646246897,-2.24318568976698,0.022,0.071,1,FALSE,"Not significant"
"TBCE",0.0251004122091163,-0.574765169719949,0.066,0.137,1,FALSE,"Not significant"
"CDH23",0.0251046135390635,1.49367468702802,0.434,0.335,1,FALSE,"Not significant"
"RIPOR3",0.0251324003929094,-1.89464696609229,0.148,0.236,1,FALSE,"Not significant"
"NOTCH3",0.0251352171887304,1.53309934286372,0.357,0.264,1,FALSE,"Not significant"
"LRP12",0.0251614465954712,-1.04413985653361,0.209,0.313,1,FALSE,"Not significant"
"ZBTB46",0.0251931301774399,-1.22691712381584,0.165,0.258,1,FALSE,"Not significant"
"KRT10",0.0252290041025645,-1.76431857696929,0.066,0.137,1,FALSE,"Not significant"
"LEMD2",0.0253140288253856,1.75461194209526,0.253,0.159,1,FALSE,"Not significant"
"GDNF",0.0253173863699204,-1.83085281732364,0.022,0.071,1,FALSE,"Not significant"
"BARX1",0.0253173863699204,-1.83085281732364,0.022,0.071,1,FALSE,"Not significant"
"TMEM220",0.0253173863699204,-1.83085281732364,0.022,0.071,1,FALSE,"Not significant"
"TMUB2",0.0253254744183386,0.826175502791764,0.28,0.187,1,FALSE,"Not significant"
"LAMP3",0.0253262585445497,-1.26602451672304,0.077,0.154,1,FALSE,"Not significant"
"KLHL25",0.0253679708451121,0.733521064654981,0.181,0.099,1,FALSE,"Not significant"
"PKP2",0.0253935840137099,-0.938374697675749,0.231,0.335,1,FALSE,"Not significant"
"KHDRBS1",0.0253958321091969,0.851150827405768,0.72,0.621,1,FALSE,"Not significant"
"GALNT2",0.0254725733351586,2.91630233977119,0.632,0.489,1,FALSE,"Not significant"
"ZNF407",0.0254835680510535,8.08331975423994,0.698,0.599,1,FALSE,"Not significant"
"TMOD1",0.0255584680486781,-1.33956590859343,0.088,0.165,1,FALSE,"Not significant"
"TMEM160",0.0255904439041807,-1.49570763881773,0.093,0.17,1,FALSE,"Not significant"
"SMC6",0.0256127917654126,-9.45648719666302,0.407,0.473,1,FALSE,"Not significant"
"VGLL1",0.0256282652961486,0.395889675576104,0.132,0.06,1,FALSE,"Not significant"
"PERP",0.02563025652447,3.43092723774412,0.467,0.522,1,FALSE,"Not significant"
"CNTN5",0.0256566957452179,-2.72263682628349,0.346,0.495,1,FALSE,"Not significant"
"GABRR2",0.0256668959744711,-1.56765143358207,0.022,0.071,1,FALSE,"Not significant"
"GAS1RR",0.0256668959744711,-1.56765143358207,0.022,0.071,1,FALSE,"Not significant"
"TNS2",0.0256668959744711,-1.56765143358207,0.022,0.071,1,FALSE,"Not significant"
"AC090679.1",0.0256668959744711,-1.56765143358207,0.022,0.071,1,FALSE,"Not significant"
"CMKLR1",0.0256668959744711,-1.56765143358207,0.022,0.071,1,FALSE,"Not significant"
"TRIM72",0.0256668959744711,1.56765143358207,0.071,0.022,1,FALSE,"Not significant"
"EIF6",0.0256668959744711,1.56765143358207,0.071,0.022,1,FALSE,"Not significant"
"SEH1L",0.0256724578254054,-0.731745768403633,0.214,0.313,1,FALSE,"Not significant"
"C1orf127",0.0256977236536518,-3.82984801548605,0.022,0.071,1,FALSE,"Not significant"
"KCNK3",0.0256977236536518,-1.99628209251027,0.022,0.071,1,FALSE,"Not significant"
"RGS1",0.025700310625546,-5.52423396893824,0.033,0.088,1,FALSE,"Not significant"
"AC078864.2",0.0257291653958281,-3.08272843583404,0.044,0.104,1,FALSE,"Not significant"
"CDC42EP5",0.0257522329658628,0.476524663761394,0.192,0.11,1,FALSE,"Not significant"
"ZNF394",0.0258322321066787,0.867765037988981,0.247,0.154,1,FALSE,"Not significant"
"NBPF12",0.0258339953551569,1.46591588605592,0.396,0.286,1,FALSE,"Not significant"
"HLA-DMB",0.0258729732075634,-1.00501229346731,0.071,0.143,1,FALSE,"Not significant"
"MCOLN2",0.0259046781412605,-1.93736884530436,0.044,0.104,1,FALSE,"Not significant"
"FARP2",0.0259091830980685,2.15598110290243,0.533,0.44,1,FALSE,"Not significant"
"SINHCAF",0.0260021852990321,-5.49326621020702,0.533,0.396,1,FALSE,"Not significant"
"AC004448.2",0.0260171780809573,-0.889390565895009,0.099,0.181,1,FALSE,"Not significant"
"MCM3AP",0.0260193995590475,0.948913461212841,0.44,0.352,1,FALSE,"Not significant"
"SMG6",0.0260194864104653,12.1943606963776,0.648,0.577,1,FALSE,"Not significant"
"FAM81A",0.0260752373340237,-1.34115057410211,0.198,0.302,1,FALSE,"Not significant"
"CCDC167",0.0260777635002088,-2.15073933572377,0.093,0.17,1,FALSE,"Not significant"
"VILL",0.0260996643231709,2.7719824219272,0.22,0.137,1,FALSE,"Not significant"
"ERGIC2",0.0261419012824685,1.47411281610103,0.352,0.253,1,FALSE,"Not significant"
"EPDR1",0.0261464101061163,-1.38138706399407,0.022,0.071,1,FALSE,"Not significant"
"CYP4F26P",0.0261729457322471,1.99037200941573,0.121,0.055,1,FALSE,"Not significant"
"CHD7",0.0262069780995306,-0.8916846861847,0.775,0.588,1,FALSE,"Not significant"
"MACROD1",0.0262141160576604,2.14753062598492,0.434,0.341,1,FALSE,"Not significant"
